,CampaignURL,SportName,City,State,Country,TeamOrAthlete,language,FundsRaisedPercent,PERSON_Entity,ORG_Entity,PRODUCT_Entity,EVENT_Entity,MONEY_Entity,DATE_Entity,TIME_Entity,GPE_Entity,LOC_Entity,NORP_Entity,IsSuccess
559,https://sportfunder.com/kcscblitzsoftball/27629,Softball,Leawood,Kansas,United States,teams,en,4,"Sportfunder (PERSON), ","Blitz (ORG), Blitz (ORG), Blitz (ORG), Blitz (ORG), ",,"Sportfunder (EVENT), ","over $ (MONEY), 20,000 (MONEY), almost $2000 (MONEY), ","today (DATE), ",,,"Athletes (GPE), ",,0
560,https://sportfunder.com/serenityhanson/27725,Softball,Leawood,Kansas,United States,teams,en,0,"Serenity Hanson (PERSON), ",,,,,"4 years (DATE), this year (DATE), the end of the season (DATE), this year (DATE), ",,,"US (GPE), ",,0
561,https://sportfunder.com/ritalazar/23881,Hockey,Laval,Québec,Canada,teams,en,100,"Rita Lazar (PERSON), ","Laval Senior Academy (ORG), the Laval Feminine Hockey Association (ORG), Hockey (ORG), Borders (ORG), ",,,"500 (MONEY), ","14 years old (DATE), next year (DATE), Between February 26 and March 6, 2016 (DATE), ",,,"Canada (GPE), Europe (LOC), Serbia (GPE), Hungary (GPE), Bulgaria (GPE), Macedonia (GPE), Greece (GPE), ",,1
563,https://sportfunder.com/spartanparentboosterclub/26741,Football,Laurel,Maryland,United States,teams,en,2,,"the Spartan Parent Booster Club (ORG), Laurel HS (ORG), Guardian Caps (ORG), Spartan Parents Football Booster Club (ORG), ",,,,"2016 (DATE), season (DATE), season (DATE), ",,,,,0
564,https://sportfunder.com/anastasija/28122,Tennis,Latvia,,,teams,en,11,"Anastasia Zalomajeva (PERSON), Victoria Stenclava (PERSON), Anastasija (PERSON), ","U18 (ORG), U14 (ORG), ITF (ORG), PRO (ORG), U18 (ORG), U16 (ORG), ",,"Olympic (EVENT), Olympic (EVENT), ",,"the year of 2024 (DATE), 15 (DATE), 16 years old (DATE), annually (DATE), 18 of November (DATE), the whole week (DATE), the next season (DATE), the next season (DATE), ",,,"Victoria (GPE), Latvia (GPE), Latvia (GPE), Aruba (GPE), Aruba (GPE), Latvia (GPE), Aruba (GPE), ’s (GPE), ","Latvian (NORP), Latvian (NORP), European (NORP), European (NORP), Latvian (NORP), ",0
568,https://sportfunder.com/teamguyracing/28093,Automobile Racing,Las Vegas,,,teams,en,0,"Team Guy Racing (PERSON), Cameron (PERSON), Cameron (PERSON), Cameron (PERSON), Christine (PERSON), Jeff (PERSON), ","TGR (ORG), Team Guy Racing (ORG), BIG (ORG), the Epilepsy Foundation of Nevada (ORG), TGR (ORG), ",,,"approximately $10,000 (MONEY), ","seasons end (DATE), the off season (DATE), our team week (DATE), 2018 (DATE), season (DATE), a season (DATE), seasons end (DATE), October 2017 (DATE), 2017 (DATE), season (DATE), ",,,,,0
569,https://sportfunder.com/selasvegasriot/29106,Softball,Las Vegas,Nevada,United States,teams,en,0,,"BIG (ORG), ",,,"approximately $200 (MONEY), ","the season (DATE), a season (DATE), year (DATE), ",,,"Girl Athletes (FAC), SouthWest (LOC), Las Vegas (GPE), ","SouthEast (NORP), ",0
570,https://sportfunder.com/fullcourtfiesta/31895,Basketball,Las Cruces,New Mexico,United States,teams,en,1,,"Las Cruces (ORG), ",,,,,,,"Las Cruces (FAC), NM (GPE), USA (GPE), Las Cruces (FAC), ",,0
571,https://sportfunder.com/ameliagonzalez_/39408,Gymnastics,Lansdale,Pennsylvania,United States,teams,en,99,"Amelia Gonzalez (PERSON), ",,,,,"today (DATE), ",,,"Lansdale (GPE), ",,0
572,https://sportfunder.com/kirkfieldunitedamateurs/31049,Soccer,Lanark,Scotland,United Kingdom,teams,en,0,"Lanark (PERSON), Lanark (PERSON), ","Kirkfield United Amateurs (ORG), Kirkfield United Amateurs (ORG), Kirkfield United (ORG), BIG (ORG), the Kirkfield United Amateurs (ORG), ",,,"150 (MONEY), ","16+ (DATE), our first season (DATE), ",,,"Lanark (GPE), ",,0
574,https://sportfunder.com/syedlabeeq/28135,Mountaineering,Lahore,Punjab,Pakistan,teams,en,0,"K2 Base (PERSON), Que (PERSON), Ice Axe (PERSON), ","Harness (ORG), ","C1 (PRODUCT), ",,,"This summer (DATE), ",,,"Pakistan (GPE), Ansu Lake (LOC), ","Malika (NORP), Malika (NORP), ",0
576,https://sportfunder.com/free4fun/28086,Futsal,Lagos,Lagos,Nigeria,athletes,en,0,"doris (PERSON), ","BIG (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), ",,,,,0
577,https://sportfunder.com/royalfootballclublagos/31322,Soccer,Lagos,Lagos,Nigeria,teams,en,0,,"Royal Football Club (ORG), ",,,,"2015 (DATE), ",,,"Lagos (GPE), ",,0
578,https://sportfunder.com/thurstoncountysay/31471,Soccer,Lacey,Washington,United States,teams,en,0,,"BIG (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), ",,,"Thurston County (GPE), Thurston County (GPE), Thurston County (GPE), the Thurston County (FAC), ",,0
581,https://sportfunder.com/evdokymovracing/31207,Automobile Racing,Kyiv,Ukraine,,teams,en,0,,"Maksym Evdokymov (ORG), Automobile Racing (ORG), ",,,,"today (DATE), ",,,"Kyiv (GPE), Ukraine (GPE), ",,0
583,https://sportfunder.com/febil/29867,Cricket,Kozhikode,Kerala,India,teams,en,0,"Febil (PERSON), ",,,,,"today (DATE), ",,,"Kozhikode (GPE), Kerala (GPE), India (GPE), Kozhikode (GPE), ",,0
586,https://sportfunder.com/ipelengmachwisa/28673,Baton Twirling,Klerksdorp,North West,South Africa,teams,en,0,"Machwisa (PERSON), Ipeleng Machwisa (PERSON), Ipeleng Machwisa (PERSON), Machwisa (PERSON), ","Ipeleng (ORG), BIG (ORG), Ipeleng (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), ",,,,,0
587,https://sportfunder.com/gemcitythrowbacks11u/26609,Baseball,Kettering,Ohio,United States,teams,en,0,"Gem City Throwbacks (PERSON), Gem City Throwbacks (PERSON), ","The Gem City Throwbacks (ORG), BIG (ORG), the Gem City Throwbacks (ORG), ",,,,"11u (DATE), the season (DATE), a season (DATE), year (DATE), 11u (DATE), ",,,"Gem City (GPE), ",,0
588,https://sportfunder.com/ketacup/24418,Soccer,Keta,Volta,Ghana,teams,en,0,,"Sunset Sports - Keta (ORG), the Ghana Beach Soccer Association (ORG), Sandlanders Football (ORG), ",,"The Keta Cup (EVENT), ",,,,,"UK (GPE), Aborigines Beach Resort (FAC), Keta (GPE), ",,0
589,https://sportfunder.com/jamesmwaura/30959,Cycling,Kenya,,,teams,en,0,"James Mwaura (PERSON), ","Cycling (ORG), Sportfunder (ORG), ",,,,"2020 (DATE), 23rd of June to 17th of July 2020 (DATE), ",,,"Kenya (GPE), Russia (GPE), ","Trans-Siberian (NORP), Trans-Siberian (NORP), ",0
591,https://sportfunder.com/medineriverrace/28108,Kayaking,Kayes,,,teams,en,0,,,,,,"this year (DATE), the end of the season (DATE), this year (DATE), ",,,"Medine River Race (LOC), ",,0
592,https://sportfunder.com/medineriverrace/28109,Kayaking,Kayes,,,teams,en,0,,"Redox Power Solutions (ORG), ","Euros (PRODUCT), ",,,,,,"West Africa (GPE), Médine River Race (LOC), Hawa-Dembaya (GPE), ",,0
593,https://sportfunder.com/mujtaba/30954,Swimming,Karachi,Sindh,Pakistan,teams,en,0,"Khi (PERSON), ",,,,,"today (DATE), ",,,"Mujtaba (GPE), ","Swimming (NORP), ",0
594,https://sportfunder.com/mohsinkamran/31127,Body Building,Karachi,Sindh,Pakistan,teams,en,0,"Mohsin Kamran (PERSON), Body Building (PERSON), ",,,,,"today (DATE), ",,,"Karachi (GPE), Sindh (GPE), Pakistan (GPE), ",,0
596,https://sportfunder.com/mollyjean/27723,Softball,Kansas City,Kansas,,teams,en,1,"Lily Jennings (PERSON), ",,,,,,,,"Softball (GPE), ",,0
597,https://sportfunder.com/paigeflanders/28670,Softball,Kansas City,Kansas,United States,teams,en,0,"Paige Flanders (PERSON), ",,,,,"weekend (DATE), this year (DATE), 1160 (DATE), ",,,"KC Hotshots (GPE), ",,0
598,https://sportfunder.com/kjhsladykays/26060,Basketball,Kankakee,Illinois,United States,teams,en,1,"4A Regional (PERSON), ","BIG (ORG), ",,,"approximately $200 (MONEY), ","the season (DATE), a season (DATE), ",,,"Kankakee (GPE), Kankakee (GPE), Kankakee (GPE), ",,0
599,https://sportfunder.com/denismusali/27837,Cricket,Kampala,Central Region,Uganda,teams,en,0,"Musali Denis (PERSON), Raise (PERSON), Kenneth (PERSON), Kenneth (PERSON), ","The Generation Next Cricket Academy (ORG), the U19 World Cup Qualifiers (ORG), Gnext Challenge Tournaments (ORG), MVP (ORG), the U19 World Cup Qualifiers (ORG), ",,,"$20 dollars (MONEY), ","2 years (DATE), Last year (DATE), 24 weeks (DATE), 24 weeks (DATE), 19 (DATE), ",,,"Uganda (GPE), UK (GPE), Uganda (GPE), ",,0
600,https://sportfunder.com/akuwaderick/27878,Field Hockey,Kampala,Central Region,Uganda,teams,en,0,"Akuwa Derick (PERSON), Cradle Sports (PERSON), Cradle Sports (PERSON), ","sports social enterprise (ORG), Physical Education (ORG), KCCA Kansanga Primary school (ORG), Cradle Sports (ORG), ",,"Cradle Sports (EVENT), ",,"weekly (DATE), the period of one year (DATE), ","a minute (TIME), ",,"Ugandan (GPE), Uganda (GPE), Uganda (GPE), ","Healthy (NORP), ",0
602,https://sportfunder.com/morganendean/3413,Judo,Kamloops,British Columbia,Canada,teams,en,17,,"Morgan Endean (ORG), the Aberdeen Judo Club (ORG), BC (ORG), the Canadian National Judo Championships (ORG), ",,"Canadian National Judo Championships (EVENT), ","1500 (MONEY), ","14 years old (DATE), about five years ago (DATE), five years ago (DATE), This year (DATE), 2014 (DATE), last year (DATE), This year (DATE), ",,,"Kamloops (GPE), British Columbia (GPE), Saguneay (GPE), Quebec (GPE), ",,0
603,https://sportfunder.com/2015worldgymnaestrada/10242,Gymnastics,Kamloops,British Columbia,Canada,teams,en,15,"Gymnaestrada (PERSON), Gymnaestrada (PERSON), Gymnaestrada (PERSON), ","the Canadian Team (ORG), Helsinki Finland (ORG), National or International (ORG), ",,,"4000 (MONEY), $1600 - $1800 (MONEY), 2000 (MONEY), $200- $ (MONEY), 400 (MONEY), ","Three years ago (DATE), July of 2015 (DATE), ",,,"World Gymnaestrada (LOC), ","Canadian (NORP), Canadian (NORP), ",0
605,https://sportfunder.com/kiranashankarchawan/28360,Cricket,Kalaburagi,Karnataka,India,teams,en,0,"Kirana Shankar Chawan (PERSON), ",,,,,"this year (DATE), the end of the season (DATE), this year (DATE), ",,,,,0
606,https://sportfunder.com/josiahranderson/29572,Triathlon,Kailua,Hawaii,United States,teams,en,0,"Josiah Randerson (PERSON), ","the Junior Elite National Championships (ORG), ",,,,"only a week (DATE), daily (DATE), ",,,"Monroe (GPE), WA (GPE), ",,0
607,https://sportfunder.com/elizabethsaliba/29928,Muay Thai,København,Danmark,,teams,en,0,"Elizabeth Saliba (PERSON), Muay Thai (PERSON), ","DTU (ORG), ",,"National Championship ( (EVENT), ",,"2019 (DATE), today (DATE), ",,,"Copenhagen (GPE), ","Thai (NORP), ",0
608,https://sportfunder.com/jean-marcmalkowski/30916,Tennis,Jongny,Vaud,Switzerland,teams,en,0,"Jean-Marc (PERSON), ","the ITF World Junior Tour (ORG), the ITF World Junior Rankings (ORG), SPORTFUNDER (ORG), ATP Tour (ORG), ",,,,"17-year-old (DATE), the age of 4 (DATE), the age of 7 (DATE), the age of 9 (DATE), two more years (DATE), 2020 (DATE), ",,,"Switzerland (GPE), Florida (GPE), ","Swiss (NORP), Swiss (NORP), ",0
609,https://sportfunder.com/upjvoll/31196,Volleyball,Johnstown,Pennsylvania,United States,teams,en,0,,,,,"5 (MONEY), 100 (MONEY), 5,040 (MONEY), ","Christmas (DATE), early this year (DATE), 2021 (DATE), this coming season (DATE), ",,,,,0
610,https://sportfunder.com/lucassithole/27914,Wheelchair Tennis,Johannesburg,Gauteng,South Africa,teams,en,2,"Lucas Sithole (PERSON), ",,,"the US Open Grand Slam (EVENT), Super Series (EVENT), ",,"this year (DATE), the end of the season (DATE), 2013 (DATE), 2016 (DATE), this year (DATE), ",,,"South Africa (GPE), the Korea Open (GPE), Japan (GPE), ","Australian (NORP), ",0
611,https://sportfunder.com/jepperowing/27835,Rowing,Johannesburg,Gauteng,South Africa,teams,en,0,"Jeppe (PERSON), James Wetselaar (PERSON), Connor Brinkman (PERSON), Joshua Wallace (PERSON), Travis van Velze (PERSON), Sven Clausen (PERSON), Marcus Meurs (PERSON), Offer (PERSON), Rowing (PERSON), Bronze (PERSON), ","SASRU Junior Development Team Tour

 (ORG), U16 (ORG), Jeppe High School (ORG), U16 Quad (ORG), Eton (ORG), Coach (ORG), Regattas (ORG), Standand Bank of South Africa (ORG), World Champions (ORG), Jeppe High School for Boys (ORG), Jeppe High School (ORG), the Wemmer Pan Rowing Club (ORG), Jeppe High School for Boys Rowing Club (ORG), SA (ORG), The Jeppe High School for Boys Rowing Club (ORG), 1st National Champions (ORG), U15 Doubles
Gold (ORG), U16 Quad
View (ORG), The SASRU Junior Development Policy
ROWSA (Rowing South Africa (ORG), SASRU (ORG), SASRU (ORG), ROWSA’s International Commission (ORG), ",,"SASRU South African Championship Results (EVENT), ","14 Quad
Gold (MONEY), ","2018 (DATE), 14 May 2018 (DATE), 1998 (DATE), 14 May 2018 (DATE), Sunday (DATE), 6 (DATE), May 2018 (DATE), Saturday 12 (DATE), May 2018 (DATE), 2012 (DATE), 2016 (DATE), the early 1950 (DATE), 1953 (DATE), 2018 (DATE), the 2nd to the 4th March (DATE), 15 years (DATE), under-15 (DATE), each year (DATE), ","hundreds of hours (TIME), as little as six minutes (TIME), ",,"the United Kingdom (GPE), London (GPE), Wallingford (GPE), the United Kingdom (GPE), South Africa (GPE), South Africa (GPE), South Africa (GPE), Pretoria (GPE), South Africa (GPE), Zimbabwe (GPE), SASRU (GPE), ","South African (NORP), South African (NORP), South African (NORP), South African (NORP), South African (NORP), South African (NORP), ",0
612,https://sportfunder.com/leecrossland/28099,Paint Ball,Johannesburg,Gauteng,South Africa,teams,en,0,"Lee Alexander Crossland (PERSON), Speedball (PERSON), bush (PERSON), Eclipse Etha (PERSON), Stretch Poison (PERSON), Stretch Poison (PERSON), Stretch Poison (PERSON), Gauteng (PERSON), Cape Town (PERSON), Trophy (PERSON), ","Dynamix (ORG), Paintball League (ORG), SARPL (ORG), SARPL (ORG), TAG (ORG), Patriots (ORG), Patriots (ORG), Patriots (ORG), Patriots (ORG), ",,"World Cup (EVENT), ",,"12 years of age (DATE), 2013 (DATE), One day (DATE), a year (DATE), 2015 (DATE), every month (DATE), Every month (DATE), the end of the year (DATE), only our first year (DATE), 2016 (DATE), 2016 (DATE), the year (DATE), the end of the year (DATE), annual (DATE), annual (DATE), 2017 (DATE), the beginning of 2017 (DATE), the end of the year (DATE), 2017 (DATE), a phenomenal (DATE), year (DATE), Under 19 (DATE), the end of the year (DATE), the end of 2017 (DATE), 2018 season (DATE), 2018 (DATE), the beginning of the 2018 season (DATE), The year (DATE), the year (DATE), the best year (DATE), this year (DATE), ",,,"Singapore (GPE), South Africa (GPE), South Africa (GPE), Supercup (GPE), South Africa (GPE), Paris (GPE), South Africa (GPE), Paris (GPE), ","South African (NORP), South African (NORP), ",0
613,https://sportfunder.com/titansrugby/28274,Rugby,Johannesburg,Gauteng,South Africa,teams,en,0,,"The Titans Rugby (ORG), University Education (ORG), Titans Rugby (ORG), Titans Rugby (ORG), Titans Rugby (ORG), BIG (ORG), the Titans Rugby (ORG), ",,,"approximately $4,000 (MONEY), ","year (DATE), ",,,,,0
614,https://sportfunder.com/nkosinathihlongwane/29622,Rugby,Johannesburg,Gauteng,South Africa,teams,en,0,"Sphesihle Hlongwane (PERSON), ","Nkosinathi Hlongwane (ORG), ",,,,"age 14 (DATE), this December (DATE), ",,,"South Africa (GPE), Ireland (GPE), ",,0
615,https://sportfunder.com/tafararugara/31054,Soccer,Johannesburg,Gauteng,South Africa,teams,en,0,,"Soccer (ORG), ",,,,"today (DATE), ",,,"Tafara Rugara (FAC), Johannesburg (GPE), South Africa (GPE), ",,0
616,https://sportfunder.com/steelforceelitecom/27817,Cheerleading,Jersey City,New Jersey,United States,teams,en,12,,"Youth (ORG), the D2 Summit (ORG), BIG (ORG), the Steel Force Elite (ORG), ",,,,"5 to 18 years old (DATE), 2017-2018 (DATE), ages 18 (DATE), season (DATE), This season (DATE), 1st (DATE), ",,,"Jersey City Heights (GPE), the Walt Disney World Resort (FAC), Orlando (GPE), ",,0
618,https://sportfunder.com/karah/31463,Volleyball,Jefferson,Georgia,United States,teams,en,0,"Karah (PERSON), ",,,,,"today (DATE), ",,,"Jefferson (GPE), GA (GPE), USA (GPE), ",,0
620,https://sportfunder.com/jagjitsengupta/28266,Badminton,Jamshedpur,Jharkhand,India,teams,en,0,"Judo karate (PERSON), ","MyWhite (ORG), White feathers Sports Foundation (ORG), ",,,,,,,"India (GPE), ","Olympians (NORP), Rs.2,00,000 (NORP), ",0
621,https://sportfunder.com/jasonandmsamiltia/28013,Baseball,Jacksonville,Florida,United States,teams,en,52,"Jason (PERSON), ","MSA Militia (ORG), the Mandarin Sports Association (ORG), MSA Militia (ORG), BIG (ORG), the MSA Militia (ORG), ",,,"approximately $500 (MONEY), ","a season (DATE), the season (DATE), ",,,,,0
622,https://sportfunder.com/jameslanerimilitia/28011,Baseball,Jacksonville,Florida,United States,teams,en,42,"Banner (PERSON), Banner (PERSON), Krispy Kreme (PERSON), ","Brady/Orange Picker (ORG), Community Recognition (ORG), James Laneri & (ORG), ",,,"20 (MONEY), ","hung year (DATE), this season (DATE), ",,,"Alberts Field (FAC), ",,0
623,https://sportfunder.com/jamiesonstone/31209,Freestyle Skiing,Jackson,Wyoming,United States,teams,en,0,"max (PERSON), Jamieson Stone (PERSON), ","Jamieson Stone (ORG), Freeride (ORG), FIS-U (ORG), NCAA (ORG), NORAM (ORG), un (ORG), ",,,,"many years (DATE), ",,,"Jackson (GPE), WY (GPE), USA (GPE), ",,0
624,https://sportfunder.com/micheledec/28005,Kart Racing,Italia,,,teams,en,0,"Michele (PERSON), ",,,,,"19 (DATE), ",,,"Italy (GPE), Italy (GPE), ","Italian (NORP), ",0
625,https://sportfunder.com/sportingclubcalifornia/30886,Soccer,Irvine,California,United States,teams,en,3,,"Sporting Club (ORG), the Sporting Club (ORG), Sporting Club (ORG), Sporting Club (ORG), ",,,"approximately $3500 (MONEY), ","the season (DATE), a season (DATE), year (DATE), ",,,"California (GPE), Sporting (GPE), California (GPE), Orange County (GPE), California (GPE), California (GPE), ",,0
628,https://sportfunder.com/dynamicathletemanagement/25259,Mixed Martial Arts,Iowa,United States,,teams,en,5,,"Dynamic Athlete Management (ORG), NV (ORG), Dynamic Athlete Management (ORG), Dynamic Athlete Management (ORG), BIG (ORG), the Dynamic Athlete Management (ORG), ",,"World Championships (EVENT), ","approximately $1000 (MONEY), ","the season (DATE), ",,,"Las Vegas (GPE), ",,0
629,https://sportfunder.com/danbenin/26070,Base Jumping,Iowa,United States,,teams,en,0,"the Dan Benin (PERSON), the Dan Benin (PERSON), ",,,,,"the season (DATE), the season (DATE), ",,,,,0
630,https://sportfunder.com/james/31612,Rugby,Inverness,Scotland,United Kingdom,teams,en,60,"James (PERSON), Garten (PERSON), ","Rugby (ORG), Highland Rugby Football Club (ORG), Grantown Grammar School (ORG), Highland Rugby Football Club (ORG), Scotland Blues (ORG), COVID-19 (ORG), ",,,"around £10,000 (MONEY), ","the age of 3 (DATE), the last 13 years (DATE), Under 16's (DATE), today (DATE), ",,,"the Scottish Highlands (LOC), Caledonia (GPE), the Glasgow Warriors (FAC), US (GPE), Mount St Mary's University (LOC), ",,0
631,https://sportfunder.com/12uastrossoftball/26689,Softball,Indianapolis,Indiana,United States,teams,en,1,,"The Indiana Astros (ORG), ",,,,"the season (DATE), the year (DATE), 12u (DATE), ",,,,,0
632,https://sportfunder.com/reaghan/26705,Softball,Indianapolis,Indiana,United States,teams,en,0,"Reaghan (PERSON), ","Indiana Astros (ORG), ",,,,"the season (DATE), ",,,,,0
633,https://sportfunder.com/prudentmotorsports/28209,Automobile Racing,India,,,teams,en,0,"Prudent Motorsports-India (PERSON), ","Dubai Kartdrom Endurance Championship (ORG), Prudent Motorsports-India (ORG), Prudent Motorsports-India (ORG), Prudent Motorsports- (ORG), the Dubai Kartdrom Endurance Championship
 Prudent Motorsports-India (ORG), Motorsports-India (ORG), Team India (ORG), Kartdrom Endurance Championship (ORG), Motorsports (ORG), ZERO (ORG), Best New Team Award (ORG), X30 Indian National Championship (ORG), 2nd Position (ORG), Prudent Motorsports - India’s (ORG), PIT (ORG), Prudent Motorsports Club (ORG), CREW (ORG), a Race Weekend (ORG), Team (ORG), ",,"the Nation Cup Category (EVENT), the Nation Cup Category (EVENT), Championships (EVENT), ",,"our first year (DATE), just one year (DATE), this year (DATE), 700kms (DATE), 2003 (DATE), Today (DATE), today (DATE), Today (DATE), today (DATE), today (DATE), today (DATE), a year (DATE), ","12 hours (TIME), 4 of 24 hours (TIME), 25+ Teams (TIME), ",,"India (GPE), India (GPE), Dubai (GPE), India (GPE), Narain Karthikeyan (GPE), INDIA (GPE), Dubai (GPE), India (GPE), India (GPE), India (GPE), India (GPE), India (GPE), India (GPE), India (GPE), Dubai (GPE), India (GPE), Abroad (GPE), India (GPE), ","Indian (NORP), ",0
634,https://sportfunder.com/sudeep/30885,Badminton,India,,,teams,en,0,"Sudeep (PERSON), ",,,,,"more than 14 years (DATE), today (DATE), ",,,"India (GPE), Badminton (GPE), ",,0
635,https://sportfunder.com/sjsjsjdhdhf/31329,Cricket,India,,,teams,en,0,"Kumar (PERSON), ",,,,,"7 days (DATE), ",,,"India (GPE), ",,0
637,https://sportfunder.com/jaybanlasan/29453,Basketball,Iloilo City,Iloilo,Philippines,teams,en,0,"Jay Banlasan (PERSON), ",,,,"1000 (MONEY), ","3 years ago (DATE), this year (DATE), ",,,"Philippines (GPE), ",,0
638,https://sportfunder.com/ol/28097,Track And Field,Ilawe,Ekiti,Nigeria,teams,en,0,"Olayinka (PERSON), ","Junior National (ORG), ",,,"4000 (MONEY), ","this year (DATE), the end of the season (DATE), this year (DATE), ",,,"Golden (GPE), ",,0
639,https://sportfunder.com/woodstudgameproject/30992,Floorball,Ikeja,Lagos,Nigeria,teams,en,0,"Wood Stud (PERSON), Oladimeji (PERSON), Henry (PERSON), Wood Stud Game (PERSON), Wood Stud Game (PERSON), Wood Stud Game (PERSON), Wood Stud Game (PERSON), Youths (PERSON), WoodStud (PERSON), ","the Wood Stud Game Project (ORG), ",,,,"the early 90s (DATE), recent years (DATE), three months (DATE), three months (DATE), ",,,"Nigeria (GPE), Nigeria (GPE), ","Western Nigerian (NORP), Nigerian (NORP), ",0
640,https://sportfunder.com/kasopeajibola/27627,Soccer,Ibadan,Oyo,Nigeria,teams,en,0,"Kasope Ajibola (PERSON), Chris Bates (PERSON), ",,,,"about $12,500 (MONEY), about 50 cents (MONEY), ","11 to 19 years old (DATE), every Saturday (DATE), 10 weeks (DATE), season (DATE), ",,,"Australia (GPE), Nigeria (GPE), Nigeria (GPE), ",,0
641,https://sportfunder.com/hopeisalivesoccerfoundationteam/29286,Soccer,Ibadan,Oyo,Nigeria,teams,en,0,,"HASFT (ORG), HASFT (ORG), HASFT (ORG), HASFT (ORG), HASFT (ORG), HASFT (ORG), HASFT (ORG), ",,,"10,000 (MONEY), ","last year (DATE), the day (DATE), the school week (DATE), these days (DATE), ",,,,,0
642,https://sportfunder.com/ianrodriguez_eliogas_baseballfactory/28082,Baseball,Hurley,New Mexico,United States,teams,en,0,,"Armour Baseball Factory National Team (ORG), Armour Baseball Factory (ORG), FL (ORG), the Under Armour Baseball Factory (ORG), Ian Rodriguez & Elijah Ogas
Please (ORG), ",,,,"years (DATE), ",,,"Pirate City - Session 2 (GPE), Bradenton (GPE), ",,0
643,https://sportfunder.com/bronner/29094,Baseball,Huntsville,Alabama,United States,teams,en,0,"Bronner (PERSON), Jesus (PERSON), ",,,,"about $1,000 (MONEY), ","this year (DATE), this year (DATE), ",,,,,0
644,https://sportfunder.com/hungarianscamps/24204,Water Polo,Hungary,,,teams,en,1,"Hungarian Scamps (PERSON), ","the Breda Zomertoernooi (ORG), PayPal (ORG), ",,,,"2015 (DATE), year (DATE), 5-7 (DATE), ",,,"Hungary (GPE), Netherlands (GPE), Beach Paradise (LOC), Marbella (GPE), Spain (GPE), Beach (GPE), ","Hungarian (NORP), Belgian (NORP), Dutch (NORP), Hungarian (NORP), ",0
645,https://sportfunder.com/tanjabester/28285,Cricket,Humansdorp,Eastern cape,South Africa,teams,en,0,"Sri -Lanka (PERSON), Nico Malan (PERSON), ","Kouga Cricket Performance Centre (ORG), KCPC (ORG), KCPC (ORG), R40 (ORG), ",,,,"June 2019 (DATE), today (DATE), the 31 October 2018 (DATE), April 2019 (DATE), ",,,"Humansdorp (GPE), Eastern Cape (LOC), South Africa (GPE), ",,0
647,https://sportfunder.com/rijekatorpedoes/31051,Flag Football,Hrvatska,,,teams,en,0,"Rijeka (PERSON), Croatia (PERSON), ","Croatian Flag Football League (ORG), ",,,,"February of 2019 (DATE), the first three months (DATE), this year (DATE), ",,,,,0
649,https://sportfunder.com/deidra/31251,Gymnastics,Houston,Texas,United States,teams,en,1,"Deidra (PERSON), ","TX (ORG), Gymnastics (ORG), COVID-19 (ORG), ",,,,"the 2020-2021 season (DATE), today (DATE), ",,,"Houston (GPE), USA (GPE), ",,0
650,https://sportfunder.com/saucefambasketballclub/30997,Basketball,Houston,Texas,United States,teams,en,0,"Bryan (PERSON), ","The Sauce Fam Basketball Club (ORG), AAU (ORG), the Amateur Athletic Union (ORG), Sauce Fam Basketball Club (ORG), TX & Houston (ORG), TX (ORG), Sauce Fam Basketball Club (ORG), BIG (ORG), the Sauce Fam Basketball Club (ORG), ",,,"approximately $500 (MONEY), ","year (DATE), season (DATE), this Spring of 2020 (DATE), the season (DATE), a season (DATE), ",,,,,0
651,https://sportfunder.com/bbcgrengewaldhueschtert/31118,Basketball,Hostert,Luxembourg District,Luxembourg,teams,en,117,"Grengewald Hueschtert (PERSON), BBC Grengewald Hueschtert (PERSON), BBC Grengewald Hueschtert (PERSON), ","BIG (ORG), the BBC Grengewald Hueschtert (ORG), ",,,,"the season (DATE), ",,,"Luxembourg (GPE), ","Greens (NORP), ",1
653,https://sportfunder.com/ebc/31003,Basketball,Hillsville,Virginia,United States,teams,en,0,,"EBC (ORG), ",,,,"This year (DATE), ",,,,,0
654,https://sportfunder.com/khloedefiesta/40391,Swimming,Hillsboro,Kansas,United States,teams,en,128,"Khloe Defiesta (PERSON), ","UCLA Advanced Technical  Swim Camp (ORG), ",,,,"today (DATE), week (DATE), ",,,"Hillsboro (GPE), KS (GPE), Khloe (GPE), ","Swimming (NORP), ",1
655,https://sportfunder.com/popwarnercentraltrojansvarsity/30653,Cheerleading,High Point,North Carolina,United States,teams,en,2,,"The Central High Point Trojans Varsity (ORG), Central High Point Trojans Varsity (ORG), BIG (ORG), the Central High Point Trojans Varsity (ORG), ",,,"approximately $3,000 (MONEY), ","the season (DATE), a season (DATE), year (DATE), ",,,"Florida (GPE), ",,0
657,https://sportfunder.com/highdesertpumas/31356,Basketball,Hesperia,California,United States,teams,en,0,"Desert Pumas (PERSON), Desert Pumas (PERSON), Desert Pumas (PERSON), Desert Pumas (PERSON), ","BIG (ORG), ",,,,"the season (DATE), a season (DATE), approximately 25000 (DATE), year (DATE), ",,,,,0
